JSONLoader.LoadData() - Unable to parse ..\recipes\processing\bronze\ingot\from_dust_blasting.json: Error converting value "mekanism:ingot_bronze" to type 'Calculator.MODEL.Models.Result'. Path 'result', line 8, position 35.
JSONLoader.LoadData() - Unable to parse ..\recipes\processing\bronze\ingot\from_dust_smelting.json: Error converting value "mekanism:ingot_bronze" to type 'Calculator.MODEL.Models.Result'. Path 'result', line 8, position 35.
JSONLoader.LoadData() - Unable to parse ..\recipes\processing\copper\ingot\from_dust_blasting.json: Error converting value "minecraft:copper_ingot" to type 'Calculator.MODEL.Models.Result'. Path 'result', line 8, position 36.
JSONLoader.LoadData() - Unable to parse ..\recipes\processing\copper\ingot\from_dust_smelting.json: Error converting value "minecraft:copper_ingot" to type 'Calculator.MODEL.Models.Result'. Path 'result', line 8, position 36.
JSONLoader.LoadData() - Unable to parse ..\recipes\processing\gold\ingot\from_dust_blasting.json: Error converting value "minecraft:gold_ingot" to type 'Calculator.MODEL.Models.Result'. Path 'result', line 8, position 34.
JSONLoader.LoadData() - Unable to parse ..\recipes\processing\gold\ingot\from_dust_smelting.json: Error converting value "minecraft:gold_ingot" to type 'Calculator.MODEL.Models.Result'. Path 'result', line 8, position 34.
JSONLoader.LoadData() - Unable to parse ..\recipes\processing\iron\ingot\from_dust_blasting.json: Error converting value "minecraft:iron_ingot" to type 'Calculator.MODEL.Models.Result'. Path 'result', line 8, position 34.
JSONLoader.LoadData() - Unable to parse ..\recipes\processing\iron\ingot\from_dust_smelting.json: Error converting value "minecraft:iron_ingot" to type 'Calculator.MODEL.Models.Result'. Path 'result', line 8, position 34.
JSONLoader.LoadData() - Unable to parse ..\recipes\processing\lead\ingot\from_dust_blasting.json: Error converting value "mekanism:ingot_lead" to type 'Calculator.MODEL.Models.Result'. Path 'result', line 8, position 33.
JSONLoader.LoadData() - Unable to parse ..\recipes\processing\lead\ingot\from_dust_smelting.json: Error converting value "mekanism:ingot_lead" to type 'Calculator.MODEL.Models.Result'. Path 'result', line 8, position 33.
JSONLoader.LoadData() - Unable to parse ..\recipes\processing\lead\ingot\from_ore_blasting.json: Error converting value "mekanism:ingot_lead" to type 'Calculator.MODEL.Models.Result'. Path 'result', line 8, position 33.
JSONLoader.LoadData() - Unable to parse ..\recipes\processing\lead\ingot\from_ore_smelting.json: Error converting value "mekanism:ingot_lead" to type 'Calculator.MODEL.Models.Result'. Path 'result', line 8, position 33.
JSONLoader.LoadData() - Unable to parse ..\recipes\processing\lead\ingot\from_raw_blasting.json: Error converting value "mekanism:ingot_lead" to type 'Calculator.MODEL.Models.Result'. Path 'result', line 8, position 33.
JSONLoader.LoadData() - Unable to parse ..\recipes\processing\lead\ingot\from_raw_smelting.json: Error converting value "mekanism:ingot_lead" to type 'Calculator.MODEL.Models.Result'. Path 'result', line 8, position 33.
JSONLoader.LoadData() - Unable to parse ..\recipes\processing\netherite\ingot_from_dust_blasting.json: Error converting value "minecraft:netherite_ingot" to type 'Calculator.MODEL.Models.Result'. Path 'result', line 8, position 39.
JSONLoader.LoadData() - Unable to parse ..\recipes\processing\netherite\ingot_from_dust_smelting.json: Error converting value "minecraft:netherite_ingot" to type 'Calculator.MODEL.Models.Result'. Path 'result', line 8, position 39.
JSONLoader.LoadData() - Unable to parse ..\recipes\processing\osmium\ingot\from_dust_blasting.json: Error converting value "mekanism:ingot_osmium" to type 'Calculator.MODEL.Models.Result'. Path 'result', line 8, position 35.
JSONLoader.LoadData() - Unable to parse ..\recipes\processing\osmium\ingot\from_dust_smelting.json: Error converting value "mekanism:ingot_osmium" to type 'Calculator.MODEL.Models.Result'. Path 'result', line 8, position 35.
JSONLoader.LoadData() - Unable to parse ..\recipes\processing\osmium\ingot\from_ore_blasting.json: Error converting value "mekanism:ingot_osmium" to type 'Calculator.MODEL.Models.Result'. Path 'result', line 8, position 35.
JSONLoader.LoadData() - Unable to parse ..\recipes\processing\osmium\ingot\from_ore_smelting.json: Error converting value "mekanism:ingot_osmium" to type 'Calculator.MODEL.Models.Result'. Path 'result', line 8, position 35.
JSONLoader.LoadData() - Unable to parse ..\recipes\processing\osmium\ingot\from_raw_blasting.json: Error converting value "mekanism:ingot_osmium" to type 'Calculator.MODEL.Models.Result'. Path 'result', line 8, position 35.
JSONLoader.LoadData() - Unable to parse ..\recipes\processing\osmium\ingot\from_raw_smelting.json: Error converting value "mekanism:ingot_osmium" to type 'Calculator.MODEL.Models.Result'. Path 'result', line 8, position 35.
JSONLoader.LoadData() - Unable to parse ..\recipes\processing\steel\ingot\from_dust_blasting.json: Error converting value "mekanism:ingot_steel" to type 'Calculator.MODEL.Models.Result'. Path 'result', line 8, position 34.
JSONLoader.LoadData() - Unable to parse ..\recipes\processing\steel\ingot\from_dust_smelting.json: Error converting value "mekanism:ingot_steel" to type 'Calculator.MODEL.Models.Result'. Path 'result', line 8, position 34.
JSONLoader.LoadData() - Unable to parse ..\recipes\processing\tin\ingot\from_dust_blasting.json: Error converting value "mekanism:ingot_tin" to type 'Calculator.MODEL.Models.Result'. Path 'result', line 8, position 32.
JSONLoader.LoadData() - Unable to parse ..\recipes\processing\tin\ingot\from_dust_smelting.json: Error converting value "mekanism:ingot_tin" to type 'Calculator.MODEL.Models.Result'. Path 'result', line 8, position 32.
JSONLoader.LoadData() - Unable to parse ..\recipes\processing\tin\ingot\from_ore_blasting.json: Error converting value "mekanism:ingot_tin" to type 'Calculator.MODEL.Models.Result'. Path 'result', line 8, position 32.
JSONLoader.LoadData() - Unable to parse ..\recipes\processing\tin\ingot\from_ore_smelting.json: Error converting value "mekanism:ingot_tin" to type 'Calculator.MODEL.Models.Result'. Path 'result', line 8, position 32.
JSONLoader.LoadData() - Unable to parse ..\recipes\processing\tin\ingot\from_raw_blasting.json: Error converting value "mekanism:ingot_tin" to type 'Calculator.MODEL.Models.Result'. Path 'result', line 8, position 32.
JSONLoader.LoadData() - Unable to parse ..\recipes\processing\tin\ingot\from_raw_smelting.json: Error converting value "mekanism:ingot_tin" to type 'Calculator.MODEL.Models.Result'. Path 'result', line 8, position 32.
JSONLoader.LoadData() - Unable to parse ..\recipes\processing\uranium\ingot\from_dust_blasting.json: Error converting value "mekanism:ingot_uranium" to type 'Calculator.MODEL.Models.Result'. Path 'result', line 8, position 36.
JSONLoader.LoadData() - Unable to parse ..\recipes\processing\uranium\ingot\from_dust_smelting.json: Error converting value "mekanism:ingot_uranium" to type 'Calculator.MODEL.Models.Result'. Path 'result', line 8, position 36.
JSONLoader.LoadData() - Unable to parse ..\recipes\processing\uranium\ingot\from_ore_blasting.json: Error converting value "mekanism:ingot_uranium" to type 'Calculator.MODEL.Models.Result'. Path 'result', line 8, position 36.
JSONLoader.LoadData() - Unable to parse ..\recipes\processing\uranium\ingot\from_ore_smelting.json: Error converting value "mekanism:ingot_uranium" to type 'Calculator.MODEL.Models.Result'. Path 'result', line 8, position 36.
JSONLoader.LoadData() - Unable to parse ..\recipes\processing\uranium\ingot\from_raw_blasting.json: Error converting value "mekanism:ingot_uranium" to type 'Calculator.MODEL.Models.Result'. Path 'result', line 8, position 36.
JSONLoader.LoadData() - Unable to parse ..\recipes\processing\uranium\ingot\from_raw_smelting.json: Error converting value "mekanism:ingot_uranium" to type 'Calculator.MODEL.Models.Result'. Path 'result', line 8, position 36.
JSONLoader.LoadData() - Loaded 193 recipes succesfully
JSONLoader.LoadData() - Failed to load System.Collections.Generic.List`1[Calculator.MODEL.Models.JSONMekanismCTR] recipes


Traccia di debug:
JSONLoader.LoadData() - Start
JSONLoader.LoadData() - Opening ..\recipes\antiprotonic_nucleosynthesizer.json
JSONLoader.LoadData() - Opening ..\recipes\atomic_disassembler.json
JSONLoader.LoadData() - Opening ..\recipes\bin_extract.json
JSONLoader.LoadData() - Opening ..\recipes\bin_insert.json
JSONLoader.LoadData() - Opening ..\recipes\boiler_casing.json
JSONLoader.LoadData() - Opening ..\recipes\boiler_valve.json
JSONLoader.LoadData() - Opening ..\recipes\canteen.json
JSONLoader.LoadData() - Opening ..\recipes\cardboard_box.json
JSONLoader.LoadData() - Opening ..\recipes\charcoal.json
JSONLoader.LoadData() - Opening ..\recipes\chargepad.json
JSONLoader.LoadData() - Opening ..\recipes\chemical_crystallizer.json
JSONLoader.LoadData() - Opening ..\recipes\chemical_dissolution_chamber.json
JSONLoader.LoadData() - Opening ..\recipes\chemical_infuser.json
JSONLoader.LoadData() - Opening ..\recipes\chemical_injection_chamber.json
JSONLoader.LoadData() - Opening ..\recipes\chemical_oxidizer.json
JSONLoader.LoadData() - Opening ..\recipes\chemical_washer.json
JSONLoader.LoadData() - Opening ..\recipes\combiner.json
JSONLoader.LoadData() - Opening ..\recipes\configuration_card.json
JSONLoader.LoadData() - Opening ..\recipes\configurator.json
JSONLoader.LoadData() - Opening ..\recipes\crafting_formula.json
JSONLoader.LoadData() - Opening ..\recipes\crusher.json
JSONLoader.LoadData() - Opening ..\recipes\dictionary.json
JSONLoader.LoadData() - Opening ..\recipes\digital_miner.json
JSONLoader.LoadData() - Opening ..\recipes\dimensional_stabilizer.json
JSONLoader.LoadData() - Opening ..\recipes\dosimeter.json
JSONLoader.LoadData() - Opening ..\recipes\dye_base.json
JSONLoader.LoadData() - Opening ..\recipes\dynamic_tank.json
JSONLoader.LoadData() - Opening ..\recipes\dynamic_valve.json
JSONLoader.LoadData() - Opening ..\recipes\electric_bow.json
JSONLoader.LoadData() - Opening ..\recipes\electric_pump.json
JSONLoader.LoadData() - Opening ..\recipes\electrolytic_core.json
JSONLoader.LoadData() - Opening ..\recipes\electrolytic_separator.json
JSONLoader.LoadData() - Opening ..\recipes\energized_smelter.json
JSONLoader.LoadData() - Opening ..\recipes\energy_tablet.json
JSONLoader.LoadData() - Opening ..\recipes\enrichment_chamber.json
JSONLoader.LoadData() - Opening ..\recipes\flamethrower.json
JSONLoader.LoadData() - Opening ..\recipes\fluidic_plenisher.json
JSONLoader.LoadData() - Opening ..\recipes\formulaic_assemblicator.json
JSONLoader.LoadData() - Opening ..\recipes\free_runners.json
JSONLoader.LoadData() - Opening ..\recipes\free_runners_armored.json
JSONLoader.LoadData() - Opening ..\recipes\fuelwood_heater.json
JSONLoader.LoadData() - Opening ..\recipes\gauge_dropper.json
JSONLoader.LoadData() - Opening ..\recipes\geiger_counter.json
JSONLoader.LoadData() - Opening ..\recipes\hazmat_boots.json
JSONLoader.LoadData() - Opening ..\recipes\hazmat_gown.json
JSONLoader.LoadData() - Opening ..\recipes\hazmat_mask.json
JSONLoader.LoadData() - Opening ..\recipes\hazmat_pants.json
JSONLoader.LoadData() - Opening ..\recipes\hdpe_elytra.json
JSONLoader.LoadData() - Opening ..\recipes\hdpe_rod.json
JSONLoader.LoadData() - Opening ..\recipes\hdpe_sheet.json
JSONLoader.LoadData() - Opening ..\recipes\hdpe_stick.json
JSONLoader.LoadData() - Opening ..\recipes\industrial_alarm.json
JSONLoader.LoadData() - Opening ..\recipes\isotopic_centrifuge.json
JSONLoader.LoadData() - Opening ..\recipes\jetpack.json
JSONLoader.LoadData() - Opening ..\recipes\jetpack_armored.json
JSONLoader.LoadData() - Opening ..\recipes\laser.json
JSONLoader.LoadData() - Opening ..\recipes\laser_amplifier.json
JSONLoader.LoadData() - Opening ..\recipes\laser_tractor_beam.json
JSONLoader.LoadData() - Opening ..\recipes\logistical_sorter.json
JSONLoader.LoadData() - Opening ..\recipes\mekasuit_bodyarmor.json
JSONLoader.LoadData() - Opening ..\recipes\mekasuit_boots.json
JSONLoader.LoadData() - Opening ..\recipes\mekasuit_helmet.json
JSONLoader.LoadData() - Opening ..\recipes\mekasuit_pants.json
JSONLoader.LoadData() - Opening ..\recipes\meka_tool.json
JSONLoader.LoadData() - Opening ..\recipes\metallurgic_infuser.json
JSONLoader.LoadData() - Opening ..\recipes\modification_station.json
JSONLoader.LoadData() - Opening ..\recipes\module_attack_amplification_unit.json
JSONLoader.LoadData() - Opening ..\recipes\module_base.json
JSONLoader.LoadData() - Opening ..\recipes\module_blasting_unit.json
JSONLoader.LoadData() - Opening ..\recipes\module_charge_distribution_unit.json
JSONLoader.LoadData() - Opening ..\recipes\module_color_modulation_unit.json
JSONLoader.LoadData() - Opening ..\recipes\module_dosimeter_unit.json
JSONLoader.LoadData() - Opening ..\recipes\module_electrolytic_breathing_unit.json
JSONLoader.LoadData() - Opening ..\recipes\module_elytra_unit.json
JSONLoader.LoadData() - Opening ..\recipes\module_energy_unit.json
JSONLoader.LoadData() - Opening ..\recipes\module_excavation_escalation_unit.json
JSONLoader.LoadData() - Opening ..\recipes\module_farming_unit.json
JSONLoader.LoadData() - Opening ..\recipes\module_fortune_unit.json
JSONLoader.LoadData() - Opening ..\recipes\module_frost_walker_unit.json
JSONLoader.LoadData() - Opening ..\recipes\module_geiger_unit.json
JSONLoader.LoadData() - Opening ..\recipes\module_gravitational_modulating_unit.json
JSONLoader.LoadData() - Opening ..\recipes\module_gyroscopic_stabilization_unit.json
JSONLoader.LoadData() - Opening ..\recipes\module_hydraulic_propulsion_unit.json
JSONLoader.LoadData() - Opening ..\recipes\module_hydrostatic_repulsor_unit.json
JSONLoader.LoadData() - Opening ..\recipes\module_inhalation_purification_unit.json
JSONLoader.LoadData() - Opening ..\recipes\module_jetpack_unit.json
JSONLoader.LoadData() - Opening ..\recipes\module_laser_dissipation_unit.json
JSONLoader.LoadData() - Opening ..\recipes\module_locomotive_boosting_unit.json
JSONLoader.LoadData() - Opening ..\recipes\module_magnetic_attraction_unit.json
JSONLoader.LoadData() - Opening ..\recipes\module_motorized_servo_unit.json
JSONLoader.LoadData() - Opening ..\recipes\module_nutritional_injection_unit.json
JSONLoader.LoadData() - Opening ..\recipes\module_radiation_shielding_unit.json
JSONLoader.LoadData() - Opening ..\recipes\module_shearing_unit.json
JSONLoader.LoadData() - Opening ..\recipes\module_silk_touch_unit.json
JSONLoader.LoadData() - Opening ..\recipes\module_teleportation_unit.json
JSONLoader.LoadData() - Opening ..\recipes\module_vein_mining_unit.json
JSONLoader.LoadData() - Opening ..\recipes\module_vision_enhancement_unit.json
JSONLoader.LoadData() - Opening ..\recipes\network_reader.json
JSONLoader.LoadData() - Opening ..\recipes\nutritional_liquifier.json
JSONLoader.LoadData() - Opening ..\recipes\oredictionificator.json
JSONLoader.LoadData() - Opening ..\recipes\osmium_compressor.json
JSONLoader.LoadData() - Opening ..\recipes\painting_machine.json
JSONLoader.LoadData() - Opening ..\recipes\paper.json
JSONLoader.LoadData() - Opening ..\recipes\personal_barrel.json
JSONLoader.LoadData() - Opening ..\recipes\personal_chest.json
JSONLoader.LoadData() - Opening ..\recipes\pigment_extractor.json
JSONLoader.LoadData() - Opening ..\recipes\pigment_mixer.json
JSONLoader.LoadData() - Opening ..\recipes\portable_qio_dashboard.json
JSONLoader.LoadData() - Opening ..\recipes\portable_teleporter.json
JSONLoader.LoadData() - Opening ..\recipes\precision_sawmill.json
JSONLoader.LoadData() - Opening ..\recipes\pressure_disperser.json
